response_id	prompt_id	model_name	document_id	author	title	publication_date	document_length	keep_fine_tuning	gt_period	pred_period	score_period_string	gt_timeframe	pred_timeframe	score_period_timeframe	gt_period_reason	pred_period_reasoning	gt_preferred_location	gt_accepted_locations	pred_location	score_location_string	gt_preferred_location_QID	gt_acceptable_location_QIDs	pred_location_qid	score_location_qid	gt_location_reason	pred_location_reasoning
bpt6k852913n$prompt-metadata.txt$openai:gpt-4o	prompt-metadata.txt	openai:gpt-4o	bpt6k852913n	Néel	L'illusion grotesque ou le point nécromancien, comédie / par M. Néel...	1678	39981	True	Early modern			1600, 1678	None, None		- This is a comedy - Name of the characters - Publication date	The title 'L'illusion grotesque ou le point nécromancien, comédie' does not provide specific historical context or references to a particular historical period. Without additional context or content from the play, it is not possible to determine the historical period in which the play's action is set.	Châlons-en-Champagne	Châlons-en-Champagne | France			Q47135	Q47135 | Q142			- Châlons-en-Champagne is mentioned as the setting	The title and metadata do not provide specific information about the geographic location where the action of the play takes place. Without further content or context from the play, it is not possible to determine the location.
bpt6k852913n$prompt-metadata.txt$anthropic:claude-3-7-sonnet-20250219	prompt-metadata.txt	anthropic:claude-3-7-sonnet-20250219	bpt6k852913n	Néel	L'illusion grotesque ou le point nécromancien, comédie / par M. Néel...	1678	39981	True	Early modern	17th century France		1600, 1678	1600, 1678		- This is a comedy - Name of the characters - Publication date	The play was published in 1678, during the 17th century in France. French theatrical works from this period typically depicted contemporary settings or the recent past. Without specific period markers in the title suggesting ancient, medieval, or exotic settings, it's reasonable to assume the play is set in the author's own time period.	Châlons-en-Champagne	Châlons-en-Champagne | France	France		Q47135	Q47135 | Q142	Q142		- Châlons-en-Champagne is mentioned as the setting	The play is written in French by a French author (Néel) and published in France in the 17th century. The title doesn't suggest an exotic or foreign setting, and theatrical works of this period in France most commonly depicted French settings. The term 'grotesque' in the title suggests a comedy of manners set in familiar surroundings to the audience.
bpt6k5772699f$prompt-excerpt.txt$openai:gpt-4o	prompt-excerpt.txt	openai:gpt-4o	bpt6k5772699f	Charenton, De	La mort de Baltazar, roy de Babilone , tragédie. Par le sieur de Charenton	1662	82484	True	Neo-Babylonian Empire	Neo-Babylonian Empire		-580, -539	-0605, -0539		- This is a tragedy - Historical character: Belshazzar	The play is titled 'La mort de Baltazar, roy de Babilone', which suggests it is about the historical figure Belshazzar, who was a prince of Babylon. Belshazzar is associated with the Neo-Babylonian Empire, particularly during the reign of his father, Nabonidus, in the 6th century B.C.E.	Babylon	Babylon | Babylonia | Mesopotamia | Iraq	Babylon		Q5684	Q5684 | Q47690 | Q11767 | Q796	Q2448		- Babylon is mentioned as the setting - Belshazzar is the prince of Babylon	The title of the play mentions 'Babilone', which is the French name for Babylon. This indicates that the action of the play is set in Babylon, the capital of the Neo-Babylonian Empire.
bpt6k5772699f$prompt-excerpt.txt$deepseek:deepseek-reasoner	prompt-excerpt.txt	deepseek:deepseek-reasoner	bpt6k5772699f	Charenton, De	La mort de Baltazar, roy de Babilone , tragédie. Par le sieur de Charenton	1662	82484	True	Neo-Babylonian Empire	Neo-Babylonian Empire		-580, -539	-626, -539		- This is a tragedy - Historical character: Belshazzar	The play references Belshazzar, a historical king of Babylon, and Cyrus the Great's conquest of Babylon (539 BCE). This aligns with the final years of the Neo-Babylonian Empire.	Babylon	Babylon | Babylonia | Mesopotamia | Iraq	Babylon		Q5684	Q5684 | Q47690 | Q11767 | Q796	Q5684		- Babylon is mentioned as the setting - Belshazzar is the prince of Babylon	The title explicitly states the play is about Belshazzar, King of Babylon, and the excerpt references Cyrus besieging the city walls of Babylon.
bpt6k5772699f$prompt-metadata.txt$openai:o1-mini	prompt-metadata.txt	openai:o1-mini	bpt6k5772699f	Charenton, De	La mort de Baltazar, roy de Babilone , tragédie. Par le sieur de Charenton	1662	82484	True	Neo-Babylonian Empire	Neo-Babylonian Empire		-580, -539	-626, -539		- This is a tragedy - Historical character: Belshazzar	The play is titled 'La mort de Baltazar, roy de Babilone,' referring to Belshazzar, who was a ruler during the Neo-Babylonian Empire. Belshazzar is historically associated with the fall of Babylon to the Persian Empire in 539 B.C.E.	Babylon	Babylon | Babylonia | Mesopotamia | Iraq	Babylon		Q5684	Q5684 | Q47690 | Q11767 | Q796	Q3746		- Babylon is mentioned as the setting - Belshazzar is the prince of Babylon	The title specifies that Baltazar is the king of Babylon, indicating that the action takes place in Babylon.
bpt6k5772699f$prompt-summary.txt$deepseek:deepseek-reasoner	prompt-summary.txt	deepseek:deepseek-reasoner	bpt6k5772699f	Charenton, De	La mort de Baltazar, roy de Babilone , tragédie. Par le sieur de Charenton	1662	82484	True	Neo-Babylonian Empire	Neo-Babylonian Empire		-580, -539	-626, -539		- This is a tragedy - Historical character: Belshazzar	The play's title references the death of Belshazzar, a historical figure associated with the fall of Babylon to Cyrus the Great in 539 BCE, placing the action during the Neo-Babylonian Empire's decline.	Babylon	Babylon | Babylonia | Mesopotamia | Iraq	Babylon		Q5684	Q5684 | Q47690 | Q11767 | Q796	Q5684		- Babylon is mentioned as the setting - Belshazzar is the prince of Babylon	The title explicitly identifies Belshazzar as 'roy de Babilone' (King of Babylon), and the historical event referenced (Babylon's fall) is tied to the city of Babylon.
bpt6k5772699f$prompt-summary.txt$anthropic:claude-3-7-sonnet-20250219	prompt-summary.txt	anthropic:claude-3-7-sonnet-20250219	bpt6k5772699f	Charenton, De	La mort de Baltazar, roy de Babilone , tragédie. Par le sieur de Charenton	1662	82484	True	Neo-Babylonian Empire	Babylonian Empire under King Belshazzar		-580, -539	-556, -539		- This is a tragedy - Historical character: Belshazzar	The title of the play is 'La mort de Baltazar, roy de Babilone' (The death of Belshazzar, king of Babylon). Belshazzar (Baltazar in French) was the last king of Babylon before it fell to Cyrus the Great of Persia. This is further supported by the mention of Cyrus among the top persons in the play.	Babylon	Babylon | Babylonia | Mesopotamia | Iraq	Babylon		Q5684	Q5684 | Q47690 | Q11767 | Q796	Q5684		- Babylon is mentioned as the setting - Belshazzar is the prince of Babylon	The play's title explicitly mentions 'Baltazar, roy de Babilone' (Belshazzar, king of Babylon), indicating the action takes place in Babylon. This is the setting where the historical Belshazzar ruled until the fall of Babylon to the Persians under Cyrus (who is also mentioned among the top characters).
bpt6k5772699f$prompt-excerpt.txt$anthropic:claude-3-7-sonnet-20250219	prompt-excerpt.txt	anthropic:claude-3-7-sonnet-20250219	bpt6k5772699f	Charenton, De	La mort de Baltazar, roy de Babilone , tragédie. Par le sieur de Charenton	1662	82484	True	Neo-Babylonian Empire	Neo-Babylonian Empire / Babylonian Captivity		-580, -539	-562, -539		- This is a tragedy - Historical character: Belshazzar	The play's title 'La mort de Baltazar, roy de Babilone' (The death of Belshazzar, king of Babylon) refers to Belshazzar, the last king of Babylon before its fall to Cyrus the Great of Persia. The excerpt explicitly mentions Cyrus ('Quoi vous craignez Cyrus'), which confirms this historical context. Belshazzar's feast and death occurred just before Babylon fell to the Persians under Cyrus.	Babylon	Babylon | Babylonia | Mesopotamia | Iraq	Babylon		Q5684	Q5684 | Q47690 | Q11767 | Q796	Q4989		- Babylon is mentioned as the setting - Belshazzar is the prince of Babylon	The title explicitly states 'Baltazar, roy de Babilone' (Belshazzar, king of Babylon), and the dialogue mentions being safe within the walls during a feast, which aligns with the biblical account of Belshazzar's feast in Babylon. The excerpt also mentions fortresses ('sorteresses') and walls ('murs'), suggesting the setting is within the city of Babylon.
bpt6k5772699f$prompt-metadata.txt$openai:gpt-4o	prompt-metadata.txt	openai:gpt-4o	bpt6k5772699f	Charenton, De	La mort de Baltazar, roy de Babilone , tragédie. Par le sieur de Charenton	1662	82484	True	Neo-Babylonian Empire	Neo-Babylonian Empire		-580, -539	-0626, -0539		- This is a tragedy - Historical character: Belshazzar	The play is titled 'La mort de Baltazar, roy de Babilone', which suggests it is about Belshazzar, a historical figure known as the last king of Babylon. Belshazzar's reign is associated with the Neo-Babylonian Empire.	Babylon	Babylon | Babylonia | Mesopotamia | Iraq	Babylon		Q5684	Q5684 | Q47690 | Q11767 | Q796	Q2448		- Babylon is mentioned as the setting - Belshazzar is the prince of Babylon	The title mentions 'Babilone', which is the French name for Babylon, indicating that the play is set in the ancient city of Babylon.
bpt6k5772699f$prompt-summary.txt$openai:gpt-4o	prompt-summary.txt	openai:gpt-4o	bpt6k5772699f	Charenton, De	La mort de Baltazar, roy de Babilone , tragédie. Par le sieur de Charenton	1662	82484	True	Neo-Babylonian Empire	Ancient Babylonian period		-580, -539	-0600, -0539		- This is a tragedy - Historical character: Belshazzar	The play is titled 'La mort de Baltazar, roy de Babilone', which translates to 'The Death of Balthazar, King of Babylon'. Balthazar is a historical figure associated with the Neo-Babylonian Empire, which existed around the 6th century BCE.	Babylon	Babylon | Babylonia | Mesopotamia | Iraq	Babylon		Q5684	Q5684 | Q47690 | Q11767 | Q796	Q2448		- Babylon is mentioned as the setting - Belshazzar is the prince of Babylon	The title of the play explicitly mentions 'Babilone', which is the French term for Babylon, indicating that the action of the play is set in Babylon.
bpt6k5772699f$prompt-summary.txt$openai:o1-mini	prompt-summary.txt	openai:o1-mini	bpt6k5772699f	Charenton, De	La mort de Baltazar, roy de Babilone , tragédie. Par le sieur de Charenton	1662	82484	True	Neo-Babylonian Empire	Neo-Babylonian Empire		-580, -539	-626, -539		- This is a tragedy - Historical character: Belshazzar	The play references Balthazar, King of Babylon, which aligns with the Neo-Babylonian Empire period in ancient Mesopotamia.	Babylon	Babylon | Babylonia | Mesopotamia | Iraq	Babylonia		Q5684	Q5684 | Q47690 | Q11767 | Q796	Q1644		- Babylon is mentioned as the setting - Belshazzar is the prince of Babylon	The title of the play explicitly mentions Babylon, indicating that the action is set in Babylonia.
bpt6k5772699f$prompt-metadata.txt$deepseek:deepseek-reasoner	prompt-metadata.txt	deepseek:deepseek-reasoner	bpt6k5772699f	Charenton, De	La mort de Baltazar, roy de Babilone , tragédie. Par le sieur de Charenton	1662	82484	True	Neo-Babylonian Empire	Neo-Babylonian Empire		-580, -539	-626, -539		- This is a tragedy - Historical character: Belshazzar	The play centers on the death of Belshazzar, a historical figure associated with the fall of Babylon to the Persian Empire in 539 BCE, placing it within the late Neo-Babylonian period.	Babylon	Babylon | Babylonia | Mesopotamia | Iraq	Babylon		Q5684	Q5684 | Q47690 | Q11767 | Q796	Q47690		- Babylon is mentioned as the setting - Belshazzar is the prince of Babylon	The title explicitly states the setting as Babylon (Babilone), the kingdom ruled by Belshazzar.
bpt6k5772699f$prompt-excerpt.txt$openai:o1-mini	prompt-excerpt.txt	openai:o1-mini	bpt6k5772699f	Charenton, De	La mort de Baltazar, roy de Babilone , tragédie. Par le sieur de Charenton	1662	82484	True	Neo-Babylonian Empire	Neo-Babylonian Empire		-580, -539	-626, -539		- This is a tragedy - Historical character: Belshazzar	The play is set during the reign of Baltazar, king of Babylon, which places it in the Neo-Babylonian period.	Babylon	Babylon | Babylonia | Mesopotamia | Iraq	Babylon		Q5684	Q5684 | Q47690 | Q11767 | Q796	Q2330		- Babylon is mentioned as the setting - Belshazzar is the prince of Babylon	The title indicates Baltazar, king of Babylon, so the action is set in Babylon.
bpt6k5772699f$prompt-metadata.txt$anthropic:claude-3-7-sonnet-20250219	prompt-metadata.txt	anthropic:claude-3-7-sonnet-20250219	bpt6k5772699f	Charenton, De	La mort de Baltazar, roy de Babilone , tragédie. Par le sieur de Charenton	1662	82484	True	Neo-Babylonian Empire	Babylonian Empire under Belshazzar		-580, -539	-556, -539		- This is a tragedy - Historical character: Belshazzar	The title of the play 'La mort de Baltazar, roy de Babilone' refers to Belshazzar (Baltazar in French), the last king of Babylon mentioned in the Book of Daniel in the Bible. Belshazzar's death occurred during the fall of Babylon to the Persians under Cyrus the Great.	Babylon	Babylon | Babylonia | Mesopotamia | Iraq	Babylon		Q5684	Q5684 | Q47690 | Q11767 | Q796	Q5686		- Babylon is mentioned as the setting - Belshazzar is the prince of Babylon	The play's title explicitly states 'Baltazar, roy de Babilone' (Belshazzar, king of Babylon), clearly indicating that the action takes place in Babylon, the capital of the Babylonian Empire.
bpt6k9807756q$prompt-summary.txt$openai:gpt-4o	prompt-summary.txt	openai:gpt-4o	bpt6k9807756q	Genest, Charles-Claude	Zelonide, princesse de Sparte . Tragedie	1682	79661	True	Ancient Greece	Classical Greece		-272, -272	-300, -200		- This is a tragedy - Historical event: Siege of Sparta by Pyrrhus of Epirus	The play frequently mentions Pyrrhus, a historical figure from the Hellenistic period, and is set in Sparta, a prominent city-state in ancient Greece. Pyrrhus was a Greek general and statesman of the Hellenistic period, and his interactions with Sparta suggest a timeframe around the 3rd century B.C.E.	Sparta	Sparta | Greece	Sparta		Q5690	Q5690 | Q41	Q102933		- Sparta is mentioned as the setting - Characters have greek names	The play is titled 'Zelonide, princesse de Sparte' and frequently mentions Sparta as the central location of the action. Sparta was a significant city-state in ancient Greece, known for its military prowess.
bpt6k9807756q$prompt-metadata.txt$openai:o1-mini	prompt-metadata.txt	openai:o1-mini	bpt6k9807756q	Genest, Charles-Claude	Zelonide, princesse de Sparte . Tragedie	1682	79661	True	Ancient Greece	Classical Antiquity		-272, -272	-500, -300		- This is a tragedy - Historical event: Siege of Sparta by Pyrrhus of Epirus	The play features a Spartan princess, indicating it is set during the Classical period of ancient Greece, specifically between the 5th and 4th centuries B.C.	Sparta	Sparta | Greece	Sparta		Q5690	Q5690 | Q41	Q3502		- Sparta is mentioned as the setting - Characters have greek names	The title references a Spartan princess, suggesting the action takes place in Sparta during ancient times.
bpt6k9807756q$prompt-metadata.txt$anthropic:claude-3-7-sonnet-20250219	prompt-metadata.txt	anthropic:claude-3-7-sonnet-20250219	bpt6k9807756q	Genest, Charles-Claude	Zelonide, princesse de Sparte . Tragedie	1682	79661	True	Ancient Greece	Ancient Sparta		-272, -272	-700, -200		- This is a tragedy - Historical event: Siege of Sparta by Pyrrhus of Epirus	The title of the play 'Zelonide, princesse de Sparte' explicitly mentions Sparte (Sparta), which was a prominent city-state in ancient Greece. French classical theatre of the 17th century often drew inspiration from ancient Greek and Roman settings and stories. The protagonist being a princess of Sparta suggests the play is set during the period when Sparta was an independent and powerful city-state.	Sparta	Sparta | Greece	Sparta		Q5690	Q5690 | Q41	Q5690		- Sparta is mentioned as the setting - Characters have greek names	The title directly identifies the setting as 'Sparte' (Sparta), and the protagonist is described as 'princesse de Sparte' (princess of Sparta). This clearly indicates that the action takes place in ancient Sparta, a city-state in Greece.
bpt6k9807756q$prompt-excerpt.txt$openai:gpt-4o	prompt-excerpt.txt	openai:gpt-4o	bpt6k9807756q	Genest, Charles-Claude	Zelonide, princesse de Sparte . Tragedie	1682	79661	True	Ancient Greece	Classical Antiquity		-272, -272	-500, -300		- This is a tragedy - Historical event: Siege of Sparta by Pyrrhus of Epirus	The play is titled 'Zelonide, princesse de Sparte', indicating a setting in ancient Sparta. Sparta was a prominent city-state in ancient Greece, particularly known during the Classical period.	Sparta	Sparta | Greece	Sparta, Greece		Q5690	Q5690 | Q41	Q34852		- Sparta is mentioned as the setting - Characters have greek names	The title of the play directly references Sparta, suggesting that the action takes place in this ancient Greek city-state.
bpt6k9807756q$prompt-metadata.txt$deepseek:deepseek-reasoner	prompt-metadata.txt	deepseek:deepseek-reasoner	bpt6k9807756q	Genest, Charles-Claude	Zelonide, princesse de Sparte . Tragedie	1682	79661	True	Ancient Greece	Classical Greece		-272, -272	-500, -300		- This is a tragedy - Historical event: Siege of Sparta by Pyrrhus of Epirus	The play's title references Sparta, a prominent city-state in ancient Greece. Tragedies set in Sparta typically align with the Classical Greek period (5th–4th centuries BCE), when Sparta was a major power.	Sparta	Sparta | Greece	Sparta		Q5690	Q5690 | Q41	Q5699		- Sparta is mentioned as the setting - Characters have greek names	The title explicitly states the protagonist is a princess of Sparta (Zelonide, princesse de Sparte), indicating the action is set in the ancient Greek city-state.
bpt6k9807756q$prompt-metadata.txt$openai:gpt-4o	prompt-metadata.txt	openai:gpt-4o	bpt6k9807756q	Genest, Charles-Claude	Zelonide, princesse de Sparte . Tragedie	1682	79661	True	Ancient Greece	Classical Greece		-272, -272	-500, -300		- This is a tragedy - Historical event: Siege of Sparta by Pyrrhus of Epirus	The play is titled 'Zelonide, princesse de Sparte', indicating it is set in Sparta. Given the context of a tragedy and the reference to a Spartan princess, it is likely set during the Classical Greek period when Sparta was a prominent city-state.	Sparta	Sparta | Greece	Sparta		Q5690	Q5690 | Q41	Q102818		- Sparta is mentioned as the setting - Characters have greek names	The title of the play explicitly mentions 'princesse de Sparte', suggesting that the action takes place in Sparta, a well-known city-state in ancient Greece.
bpt6k9807756q$prompt-excerpt.txt$anthropic:claude-3-7-sonnet-20250219	prompt-excerpt.txt	anthropic:claude-3-7-sonnet-20250219	bpt6k9807756q	Genest, Charles-Claude	Zelonide, princesse de Sparte . Tragedie	1682	79661	True	Ancient Greece	Ancient Sparta		-272, -272	-800, -146		- This is a tragedy - Historical event: Siege of Sparta by Pyrrhus of Epirus	The excerpt mentions 'Sparte' (Sparta) and refers to a throne, suggesting the play is set during the monarchical period of Sparta. The title 'Zelonide, princesse de Sparte' confirms that the setting is Sparta and involves royalty. Ancient Sparta was ruled by kings from its founding until its incorporation into the Roman Empire.	Sparta	Sparta | Greece	Sparta		Q5690	Q5690 | Q41	Q5690		- Sparta is mentioned as the setting - Characters have greek names	The text explicitly mentions 'Sparte' (Sparta) in the excerpt, and the title directly identifies the protagonist as 'princesse de Sparte' (princess of Sparta). Sparta was a prominent city-state in ancient Greece.
bpt6k9807756q$prompt-summary.txt$anthropic:claude-3-7-sonnet-20250219	prompt-summary.txt	anthropic:claude-3-7-sonnet-20250219	bpt6k9807756q	Genest, Charles-Claude	Zelonide, princesse de Sparte . Tragedie	1682	79661	True	Ancient Greece	Ancient Greece - Hellenistic Period		-272, -272	-305, -272		- This is a tragedy - Historical event: Siege of Sparta by Pyrrhus of Epirus	The play involves Pyrrhus, who appears to be a king or military leader, and mentions of Spartiates (Spartans). The context suggests a post-Alexandrian Greek setting during the Hellenistic period when Pyrrhus of Epirus (319-272 BCE) was active. The mentions of 'Thrône', military conflicts, and references to Sparta's independence point to this era.	Sparta	Sparta | Greece	Sparta		Q5690	Q5690 | Q41	Q5690		- Sparta is mentioned as the setting - Characters have greek names	The play is explicitly titled 'Zelonide, princesse de Sparte' and Sparte (Sparta) is the most frequently mentioned place with 52 occurrences. The related sentences clearly establish Sparta as the setting, mentioning 'notre Ville' (our city) in relation to Sparta, 'Spartiates', and 'Spartaines'. Characters discuss defending Sparta against Pyrrhus's forces.
bpt6k9807756q$prompt-summary.txt$openai:o1-mini	prompt-summary.txt	openai:o1-mini	bpt6k9807756q	Genest, Charles-Claude	Zelonide, princesse de Sparte . Tragedie	1682	79661	True	Ancient Greece	Classical Antiquity		-272, -272	-500, -300		- This is a tragedy - Historical event: Siege of Sparta by Pyrrhus of Epirus	The play is set in Sparta and frequently mentions Pyrrhus, a prominent figure from ancient Greece, indicating a setting in Classical Antiquity.	Sparta	Sparta | Greece	Sparta		Q5690	Q5690 | Q41	Q778		- Sparta is mentioned as the setting - Characters have greek names	The play frequently mentions Sparte (Sparta) and centers around Spartan characters and events.
bpt6k9807756q$prompt-excerpt.txt$openai:o1-mini	prompt-excerpt.txt	openai:o1-mini	bpt6k9807756q	Genest, Charles-Claude	Zelonide, princesse de Sparte . Tragedie	1682	79661	True	Ancient Greece	Ancient Greece		-272, -272	-500, -300		- This is a tragedy - Historical event: Siege of Sparta by Pyrrhus of Epirus	The play is set in Sparta, a prominent city-state in Ancient Greece, as indicated by the title referencing a Spartan princess.	Sparta	Sparta | Greece	Sparta		Q5690	Q5690 | Q41	Q817		- Sparta is mentioned as the setting - Characters have greek names	The title mentions Sparta, indicating that the setting of the play is in this ancient Greek city-state.
bpt6k9807756q$prompt-excerpt.txt$deepseek:deepseek-reasoner	prompt-excerpt.txt	deepseek:deepseek-reasoner	bpt6k9807756q	Genest, Charles-Claude	Zelonide, princesse de Sparte . Tragedie	1682	79661	True	Ancient Greece	Classical antiquity		-272, -272	-500, -300		- This is a tragedy - Historical event: Siege of Sparta by Pyrrhus of Epirus	The play references Sparta ('Sparte') as a political entity with active military ideals, typical of its classical Greek period. The text emphasizes martial virtues and glory, aligning with Sparta's historical reputation during its classical prominence.	Sparta	Sparta | Greece	Sparta		Q5690	Q5690 | Q41	Q5699		- Sparta is mentioned as the setting - Characters have greek names	The title explicitly identifies Zelonide as a princess of Sparta ('princesse de Sparte'), and the excerpt directly references Sparta ('Sparte') as the cultural and political context.
bpt6k9807756q$prompt-summary.txt$deepseek:deepseek-reasoner	prompt-summary.txt	deepseek:deepseek-reasoner	bpt6k9807756q	Genest, Charles-Claude	Zelonide, princesse de Sparte . Tragedie	1682	79661	True	Ancient Greece	Classical Greece		-272, -272	-500, -300		- This is a tragedy - Historical event: Siege of Sparta by Pyrrhus of Epirus	The play references Sparta, a prominent city-state in ancient Greece. The mention of Pyrrhus (possibly Pyrrhus of Epirus, 318–272 BCE) and Sparta's status as an independent power aligns with the Classical to early Hellenistic periods of Greek history.	Sparta	Sparta | Greece	Sparta		Q5690	Q5690 | Q41	Q5699		- Sparta is mentioned as the setting - Characters have greek names	The title explicitly states the protagonist is a princess of Sparta, and 'Sparte' (Sparta) is the most frequently mentioned place in the play's context.
